raceId,round,circuitId,name,date,time
476,10,38,British Grand Prix,1982-07-18,15:00:00
477,11,34,French Grand Prix,1982-07-25,14:00:00
478,12,10,German Grand Prix,1982-08-08,11:00:00
479,13,23,Austrian Grand Prix,1982-08-15,15:00:00
480,14,41,Swiss Grand Prix,1982-08-29,11:00:00
481,15,14,Italian Grand Prix,1982-09-12,13:00:00
482,16,44,Caesars Palace Grand Prix,1982-09-25,15:00:00
483,1,43,United States Grand Prix West,1981-03-15,14:00:00
484,2,36,Brazilian Grand Prix,1981-03-29,12:00:00
485,3,25,Argentine Grand Prix,1981-04-12,12:00:00
486,4,21,San Marino Grand Prix,1981-05-03,13:00:00
487,5,40,Belgian Grand Prix,1981-05-17,15:00:00
488,6,6,Monaco Grand Prix,1981-05-31,13:00:00
489,7,45,Spanish Grand Prix,1981-06-21,12:00:00
490,8,41,French Grand Prix,1981-07-05,12:00:00
491,9,9,British Grand Prix,1981-07-18,16:00:00
492,10,10,German Grand Prix,1981-08-02,16:00:00
493,11,23,Austrian Grand Prix,1981-08-16,16:00:00
494,12,39,Dutch Grand Prix,1981-08-30,14:00:00
495,13,14,Italian Grand Prix,1981-09-13,11:00:00
496,14,7,Canadian Grand Prix,1981-09-27,12:00:00
497,15,44,Caesars Palace Grand Prix,1981-10-17,14:00:00
498,1,25,Argentine Grand Prix,1980-01-13,13:00:00
499,2,18,Brazilian Grand Prix,1980-01-27,16:00:00
500,3,30,South African Grand Prix,1980-03-01,15:00:00
501,4,43,United States Grand Prix West,1980-03-30,15:00:00
502,5,40,Belgian Grand Prix,1980-05-04,16:00:00
503,6,6,Monaco Grand Prix,1980-05-18,12:00:00
504,7,34,French Grand Prix,1980-06-29,13:00:00
505,8,38,British Grand Prix,1980-07-13,14:00:00
506,9,10,German Grand Prix,1980-08-10,13:00:00
507,10,23,Austrian Grand Prix,1980-08-17,13:00:00
508,11,39,Dutch Grand Prix,1980-08-31,14:00:00
509,12,21,Italian Grand Prix,1980-09-14,13:00:00
510,13,7,Canadian Grand Prix,1980-09-28,16:00:00
511,14,46,United States Grand Prix,1980-10-05,12:00:00
512,1,25,Argentine Grand Prix,1979-01-21,16:00:00
513,2,18,Brazilian Grand Prix,1979-02-04,15:00:00
514,3,30,South African Grand Prix,1979-03-03,15:00:00
515,4,43,United States Grand Prix West,1979-04-08,16:00:00
516,5,45,Spanish Grand Prix,1979-04-29,13:00:00
517,6,40,Belgian Grand Prix,1979-05-13,11:00:00
518,7,6,Monaco Grand Prix,1979-05-27,15:00:00
519,8,41,French Grand Prix,1979-07-01,13:00:00
520,9,9,British Grand Prix,1979-07-14,11:00:00
521,10,10,German Grand Prix,1979-07-29,11:00:00
522,11,23,Austrian Grand Prix,1979-08-12,15:00:00
523,12,39,Dutch Grand Prix,1979-08-26,11:00:00
524,13,14,Italian Grand Prix,1979-09-09,13:00:00
525,14,7,Canadian Grand Prix,1979-09-30,14:00:00
526,15,46,United States Grand Prix,1979-10-07,15:00:00
527,1,25,Argentine Grand Prix,1978-01-15,11:00:00
528,2,36,Brazilian Grand Prix,1978-01-29,14:00:00
529,3,30,South African Grand Prix,1978-03-04,12:00:00
530,4,43,United States Grand Prix West,1978-04-02,15:00:00
531,5,6,Monaco Grand Prix,1978-05-07,16:00:00
532,6,40,Belgian Grand Prix,1978-05-21,11:00:00
533,7,45,Spanish Grand Prix,1978-06-04,13:00:00
534,8,47,Swedish Grand Prix,1978-06-17,13:00:00
535,9,34,French Grand Prix,1978-07-02,13:00:00
536,10,38,British Grand Prix,1978-07-16,14:00:00
537,11,10,German Grand Prix,1978-07-30,12:00:00
538,12,23,Austrian Grand Prix,1978-08-13,14:00:00
539,13,39,Dutch Grand Prix,1978-08-27,13:00:00
540,14,14,Italian Grand Prix,1978-09-10,15:00:00
541,15,46,United States Grand Prix,1978-10-01,15:00:00
542,16,7,Canadian Grand Prix,1978-10-08,12:00:00
543,1,25,Argentine Grand Prix,1977-01-09,12:00:00
544,2,18,Brazilian Grand Prix,1977-01-23,15:00:00
545,3,30,South African Grand Prix,1977-03-05,11:00:00
546,4,43,United States Grand Prix West,1977-04-03,12:00:00
547,5,45,Spanish Grand Prix,1977-05-08,15:00:00
548,6,6,Monaco Grand Prix,1977-05-22,11:00:00
549,7,40,Belgian Grand Prix,1977-06-05,13:00:00
550,8,47,Swedish Grand Prix,1977-06-19,12:00:00
551,9,41,French Grand Prix,1977-07-03,16:00:00
552,10,9,British Grand Prix,1977-07-16,12:00:00
553,11,10,German Grand Prix,1977-07-31,12:00:00
554,12,23,Austrian Grand Prix,1977-08-14,16:00:00
555,13,39,Dutch Grand Prix,1977-08-28,12:00:00
556,14,14,Italian Grand Prix,1977-09-11,16:00:00
557,15,46,United States Grand Prix,1977-10-02,12:00:00
558,16,48,Canadian Grand Prix,1977-10-09,13:00:00
559,17,16,Japanese Grand Prix,1977-10-23,16:00:00
560,1,18,Brazilian Grand Prix,1976-01-25,11:00:00
561,2,30,South African Grand Prix,1976-03-06,12:00:00
562,3,43,United States Grand Prix West,1976-03-28,11:00:00
563,4,45,Spanish Grand Prix,1976-05-02,11:00:00
564,5,40,Belgian Grand Prix,1976-05-16,16:00:00
565,6,6,Monaco Grand Prix,1976-05-30,15:00:00
566,7,47,Swedish Grand Prix,1976-06-13,14:00:00
567,8,34,French Grand Prix,1976-07-04,11:00:00
568,9,38,British Grand Prix,1976-07-18,16:00:00
569,10,20,German Grand Prix,1976-08-01,16:00:00
570,11,23,Austrian Grand Prix,1976-08-15,16:00:00
571,12,39,Dutch Grand Prix,1976-08-29,15:00:00
572,13,14,Italian Grand Prix,1976-09-12,14:00:00
573,14,48,Canadian Grand Prix,1976-10-03,15:00:00
574,15,46,United States Grand Prix,1976-10-10,14:00:00
575,16,16,Japanese Grand Prix,1976-10-24,16:00:00
576,1,25,Argentine Grand Prix,1975-01-12,13:00:00
577,2,18,Brazilian Grand Prix,1975-01-26,15:00:00
578,3,30,South African Grand Prix,1975-03-01,14:00:00
579,4,49,Spanish Grand Prix,1975-04-27,15:00:00
580,5,6,Monaco Grand Prix,1975-05-11,13:00:00
581,6,40,Belgian Grand Prix,1975-05-25,15:00:00
582,7,47,Swedish Grand Prix,1975-06-08,13:00:00
583,8,39,Dutch Grand Prix,1975-06-22,14:00:00
584,9,34,French Grand Prix,1975-07-06,14:00:00
585,10,9,British Grand Prix,1975-07-19,15:00:00
586,11,20,German Grand Prix,1975-08-03,12:00:00
587,12,23,Austrian Grand Prix,1975-08-17,13:00:00
588,13,14,Italian Grand Prix,1975-09-07,16:00:00
589,14,46,United States Grand Prix,1975-10-05,11:00:00
590,1,25,Argentine Grand Prix,1974-01-13,16:00:00
591,2,18,Brazilian Grand Prix,1974-01-27,16:00:00
592,3,30,South African Grand Prix,1974-03-30,14:00:00
593,4,45,Spanish Grand Prix,1974-04-28,16:00:00
594,5,50,Belgian Grand Prix,1974-05-12,16:00:00
595,6,6,Monaco Grand Prix,1974-05-26,15:00:00
596,7,47,Swedish Grand Prix,1974-06-09,13:00:00
597,8,39,Dutch Grand Prix,1974-06-23,16:00:00
598,9,41,French Grand Prix,1974-07-07,16:00:00
599,10,38,British Grand Prix,1974-07-20,11:00:00
600,11,20,German Grand Prix,1974-08-04,16:00:00
601,12,23,Austrian Grand Prix,1974-08-18,14:00:00
602,13,14,Italian Grand Prix,1974-09-08,15:00:00
603,14,48,Canadian Grand Prix,1974-09-22,14:00:00
604,15,46,United States Grand Prix,1974-10-06,14:00:00
605,1,25,Argentine Grand Prix,1973-01-28,11:00:00
606,2,18,Brazilian Grand Prix,1973-02-11,15:00:00
607,3,30,South African Grand Prix,1973-03-03,13:00:00
608,4,49,Spanish Grand Prix,1973-04-29,13:00:00
609,5,40,Belgian Grand Prix,1973-05-20,13:00:00
610,6,6,Monaco Grand Prix,1973-06-03,11:00:00
611,7,47,Swedish Grand Prix,1973-06-17,12:00:00
612,8,34,French Grand Prix,1973-07-01,14:00:00
613,9,9,British Grand Prix,1973-07-14,14:00:00
614,10,39,Dutch Grand Prix,1973-07-29,12:00:00
615,11,20,German Grand Prix,1973-08-05,16:00:00
616,12,23,Austrian Grand Prix,1973-08-19,13:00:00
617,13,14,Italian Grand Prix,1973-09-09,16:00:00
618,14,48,Canadian Grand Prix,1973-09-23,14:00:00
619,15,46,United States Grand Prix,1973-10-07,16:00:00
620,1,25,Argentine Grand Prix,1972-01-23,16:00:00
621,2,30,South African Grand Prix,1972-03-04,13:00:00
622,3,45,Spanish Grand Prix,1972-05-01,15:00:00
623,4,6,Monaco Grand Prix,1972-05-14,14:00:00
624,5,50,Belgian Grand Prix,1972-06-04,13:00:00
625,6,51,French Grand Prix,1972-07-02,13:00:00
626,7,38,British Grand Prix,1972-07-15,16:00:00
627,8,20,German Grand Prix,1972-07-30,16:00:00
628,9,23,Austrian Grand Prix,1972-08-13,15:00:00
629,10,14,Italian Grand Prix,1972-09-10,13:00:00
630,11,48,Canadian Grand Prix,1972-09-24,13:00:00
631,12,46,United States Grand Prix,1972-10-08,11:00:00
632,1,30,South African Grand Prix,1971-03-06,14:00:00
633,2,49,Spanish Grand Prix,1971-04-18,16:00:00
634,3,6,Monaco Grand Prix,1971-05-23,12:00:00
635,4,39,Dutch Grand Prix,1971-06-20,13:00:00
636,5,34,French Grand Prix,1971-07-04,16:00:00
637,6,9,British Grand Prix,1971-07-17,14:00:00
638,7,20,German Grand Prix,1971-08-01,12:00:00
639,8,23,Austrian Grand Prix,1971-08-15,12:00:00
640,9,14,Italian Grand Prix,1971-09-05,12:00:00
641,10,48,Canadian Grand Prix,1971-09-19,11:00:00
642,11,46,United States Grand Prix,1971-10-03,16:00:00
643,1,30,South African Grand Prix,1970-03-07,14:00:00
644,2,45,Spanish Grand Prix,1970-04-19,11:00:00
645,3,6,Monaco Grand Prix,1970-05-10,14:00:00
646,4,13,Belgian Grand Prix,1970-06-07,15:00:00
647,5,39,Dutch Grand Prix,1970-06-21,11:00:00
648,6,51,French Grand Prix,1970-07-05,14:00:00
649,7,38,British Grand Prix,1970-07-18,11:00:00
650,8,10,German Grand Prix,1970-08-02,12:00:00
651,9,23,Austrian Grand Prix,1970-08-16,14:00:00
652,10,14,Italian Grand Prix,1970-09-06,16:00:00
653,11,52,Canadian Grand Prix,1970-09-20,14:00:00
654,12,46,United States Grand Prix,1970-10-04,14:00:00
655,13,32,Mexican Grand Prix,1970-10-25,12:00:00
656,1,30,South African Grand Prix,1969-03-01,13:00:00
657,2,49,Spanish Grand Prix,1969-05-04,11:00:00
658,3,6,Monaco Grand Prix,1969-05-18,14:00:00
659,4,39,Dutch Grand Prix,1969-06-21,16:00:00
660,5,51,French Grand Prix,1969-07-06,16:00:00
661,6,9,British Grand Prix,1969-07-19,16:00:00
662,7,20,German Grand Prix,1969-08-03,12:00:00
663,8,14,Italian Grand Prix,1969-09-07,14:00:00
664,9,48,Canadian Grand Prix,1969-09-20,13:00:00
665,10,46,United States Grand Prix,1969-10-05,16:00:00
666,11,32,Mexican Grand Prix,1969-10-19,13:00:00
667,1,30,South African Grand Prix,1968-01-01,11:00:00
668,2,45,Spanish Grand Prix,1968-05-12,14:00:00
669,3,6,Monaco Grand Prix,1968-05-26,12:00:00
670,4,13,Belgian Grand Prix,1968-06-09,12:00:00
671,5,39,Dutch Grand Prix,1968-06-23,14:00:00
672,6,53,French Grand Prix,1968-07-07,11:00:00
673,7,38,British Grand Prix,1968-07-20,12:00:00
674,8,20,German Grand Prix,1968-08-04,13:00:00
675,9,14,Italian Grand Prix,1968-09-08,14:00:00
676,10,52,Canadian Grand Prix,1968-09-22,14:00:00
677,11,46,United States Grand Prix,1968-10-06,14:00:00
678,12,32,Mexican Grand Prix,1968-11-03,15:00:00
679,1,30,South African Grand Prix,1967-01-02,11:00:00
680,2,6,Monaco Grand Prix,1967-05-07,16:00:00
681,3,39,Dutch Grand Prix,1967-06-04,16:00:00
682,4,13,Belgian Grand Prix,1967-06-18,11:00:00
683,5,54,French Grand Prix,1967-07-02,15:00:00
684,6,9,British Grand Prix,1967-07-15,13:00:00
685,7,20,German Grand Prix,1967-08-06,13:00:00
686,8,48,Canadian Grand Prix,1967-08-27,16:00:00
687,9,14,Italian Grand Prix,1967-09-10,12:00:00
688,10,46,United States Grand Prix,1967-10-01,16:00:00
689,11,32,Mexican Grand Prix,1967-10-22,12:00:00
690,1,6,Monaco Grand Prix,1966-05-22,13:00:00
691,2,13,Belgian Grand Prix,1966-06-12,15:00:00
692,3,55,French Grand Prix,1966-07-03,12:00:00
693,4,38,British Grand Prix,1966-07-16,16:00:00
694,5,39,Dutch Grand Prix,1966-07-24,16:00:00
695,6,20,German Grand Prix,1966-08-07,11:00:00
696,7,14,Italian Grand Prix,1966-09-04,13:00:00
697,8,46,United States Grand Prix,1966-10-02,14:00:00
698,9,32,Mexican Grand Prix,1966-10-23,14:00:00
699,1,56,South African Grand Prix,1965-01-01,16:00:00
700,2,6,Monaco Grand Prix,1965-05-30,12:00:00
701,3,13,Belgian Grand Prix,1965-06-13,15:00:00
702,4,51,French Grand Prix,1965-06-27,16:00:00
703,5,9,British Grand Prix,1965-07-10,12:00:00
704,6,39,Dutch Grand Prix,1965-07-18,12:00:00
705,7,20,German Grand Prix,1965-08-01,15:00:00
706,8,14,Italian Grand Prix,1965-09-12,16:00:00
707,9,46,United States Grand Prix,1965-10-03,14:00:00
708,10,32,Mexican Grand Prix,1965-10-24,16:00:00
709,1,6,Monaco Grand Prix,1964-05-10,11:00:00
710,2,39,Dutch Grand Prix,1964-05-24,16:00:00
711,3,13,Belgian Grand Prix,1964-06-14,11:00:00
712,4,53,French Grand Prix,1964-06-28,11:00:00
713,5,38,British Grand Prix,1964-07-11,13:00:00
714,6,20,German Grand Prix,1964-08-02,12:00:00
715,7,57,Austrian Grand Prix,1964-08-23,15:00:00
716,8,14,Italian Grand Prix,1964-09-06,13:00:00
717,9,46,United States Grand Prix,1964-10-04,11:00:00
718,10,32,Mexican Grand Prix,1964-10-25,12:00:00
719,1,6,Monaco Grand Prix,1963-05-26,11:00:00
720,2,13,Belgian Grand Prix,1963-06-09,13:00:00
721,3,39,Dutch Grand Prix,1963-06-23,16:00:00
722,4,55,French Grand Prix,1963-06-30,15:00:00
723,5,9,British Grand Prix,1963-07-20,11:00:00
724,6,20,German Grand Prix,1963-08-04,13:00:00
725,7,14,Italian Grand Prix,1963-09-08,15:00:00
726,8,46,United States Grand Prix,1963-10-06,15:00:00
727,9,32,Mexican Grand Prix,1963-10-27,14:00:00
728,10,56,South African Grand Prix,1963-12-28,13:00:00
729,1,39,Dutch Grand Prix,1962-05-20,14:00:00
730,2,6,Monaco Grand Prix,1962-06-03,11:00:00
731,3,13,Belgian Grand Prix,1962-06-17,13:00:00
732,4,53,French Grand Prix,1962-07-08,12:00:00
733,5,58,British Grand Prix,1962-07-21,14:00:00
734,6,20,German Grand Prix,1962-08-05,16:00:00
735,7,14,Italian Grand Prix,1962-09-16,12:00:00
736,8,46,United States Grand Prix,1962-10-07,14:00:00
737,9,56,South African Grand Prix,1962-12-29,14:00:00
738,1,6,Monaco Grand Prix,1961-05-14,11:00:00
739,2,39,Dutch Grand Prix,1961-05-22,15:00:00
740,3,13,Belgian Grand Prix,1961-06-18,11:00:00
741,4,55,French Grand Prix,1961-07-02,14:00:00
742,5,58,British Grand Prix,1961-07-15,15:00:00
743,6,20,German Grand Prix,1961-08-06,12:00:00
744,7,14,Italian Grand Prix,1961-09-10,13:00:00
745,8,46,United States Grand Prix,1961-10-08,12:00:00
746,1,25,Argentine Grand Prix,1960-02-07,14:00:00
747,2,6,Monaco Grand Prix,1960-05-29,12:00:00
748,3,19,Indianapolis 500,1960-05-30,12:00:00
749,4,39,Dutch Grand Prix,1960-06-06,12:00:00
750,5,13,Belgian Grand Prix,1960-06-19,14:00:00
751,6,55,French Grand Prix,1960-07-03,16:00:00
752,7,9,British Grand Prix,1960-07-16,12:00:00
753,8,59,Portuguese Grand Prix,1960-08-14,14:00:00
754,9,14,Italian Grand Prix,1960-09-04,14:00:00
755,10,60,United States Grand Prix,1960-11-20,12:00:00
756,1,6,Monaco Grand Prix,1959-05-10,13:00:00
757,2,19,Indianapolis 500,1959-05-30,11:00:00
758,3,39,Dutch Grand Prix,1959-05-31,14:00:00
759,4,55,French Grand Prix,1959-07-05,13:00:00
760,5,58,British Grand Prix,1959-07-18,13:00:00
761,6,61,German Grand Prix,1959-08-02,15:00:00
762,7,62,Portuguese Grand Prix,1959-08-23,12:00:00
763,8,14,Italian Grand Prix,1959-09-13,12:00:00
764,9,63,United States Grand Prix,1959-12-12,11:00:00
765,1,25,Argentine Grand Prix,1958-01-19,15:00:00
766,2,6,Monaco Grand Prix,1958-05-18,14:00:00
767,3,39,Dutch Grand Prix,1958-05-26,14:00:00
768,4,19,Indianapolis 500,1958-05-30,12:00:00
769,5,13,Belgian Grand Prix,1958-06-15,15:00:00
770,6,55,French Grand Prix,1958-07-06,11:00:00
771,7,9,British Grand Prix,1958-07-19,11:00:00
772,8,20,German Grand Prix,1958-08-03,16:00:00
773,9,59,Portuguese Grand Prix,1958-08-24,16:00:00
774,10,14,Italian Grand Prix,1958-09-07,11:00:00
775,11,64,Moroccan Grand Prix,1958-10-19,16:00:00
776,1,25,Argentine Grand Prix,1957-01-13,15:00:00
777,2,6,Monaco Grand Prix,1957-05-19,15:00:00
778,3,19,Indianapolis 500,1957-05-30,13:00:00
779,4,53,French Grand Prix,1957-07-07,13:00:00
780,5,58,British Grand Prix,1957-07-20,11:00:00
781,6,20,German Grand Prix,1957-08-04,14:00:00
782,7,65,Pescara Grand Prix,1957-08-18,11:00:00
783,8,14,Italian Grand Prix,1957-09-08,13:00:00
784,1,25,Argentine Grand Prix,1956-01-22,13:00:00
785,2,6,Monaco Grand Prix,1956-05-13,11:00:00
786,3,19,Indianapolis 500,1956-05-30,11:00:00
787,4,13,Belgian Grand Prix,1956-06-03,14:00:00
788,5,55,French Grand Prix,1956-07-01,13:00:00
789,6,9,British Grand Prix,1956-07-14,14:00:00
790,7,20,German Grand Prix,1956-08-05,12:00:00
791,8,14,Italian Grand Prix,1956-09-02,13:00:00
792,1,25,Argentine Grand Prix,1955-01-16,14:00:00
793,2,6,Monaco Grand Prix,1955-05-22,12:00:00
794,3,19,Indianapolis 500,1955-05-30,15:00:00
795,4,13,Belgian Grand Prix,1955-06-05,14:00:00
796,5,39,Dutch Grand Prix,1955-06-19,14:00:00
797,6,58,British Grand Prix,1955-07-16,13:00:00
798,7,14,Italian Grand Prix,1955-09-11,15:00:00
799,1,25,Argentine Grand Prix,1954-01-17,14:00:00
800,2,19,Indianapolis 500,1954-05-31,16:00:00
801,3,13,Belgian Grand Prix,1954-06-20,16:00:00
802,4,55,French Grand Prix,1954-07-04,14:00:00
803,5,9,British Grand Prix,1954-07-17,13:00:00
804,6,20,German Grand Prix,1954-08-01,12:00:00
805,7,66,Swiss Grand Prix,1954-08-22,15:00:00
806,8,14,Italian Grand Prix,1954-09-05,12:00:00
807,9,67,Spanish Grand Prix,1954-10-24,13:00:00
808,1,25,Argentine Grand Prix,1953-01-18,13:00:00
809,2,19,Indianapolis 500,1953-05-30,13:00:00
810,3,39,Dutch Grand Prix,1953-06-07,15:00:00
811,4,13,Belgian Grand Prix,1953-06-21,15:00:00
812,5,55,French Grand Prix,1953-07-05,14:00:00
813,6,9,British Grand Prix,1953-07-18,14:00:00
814,7,20,German Grand Prix,1953-08-02,13:00:00
815,8,66,Swiss Grand Prix,1953-08-23,15:00:00
816,9,14,Italian Grand Prix,1953-09-13,13:00:00
817,1,66,Swiss Grand Prix,1952-05-18,16:00:00
818,2,19,Indianapolis 500,1952-05-30,15:00:00
819,3,13,Belgian Grand Prix,1952-06-22,12:00:00
820,4,53,French Grand Prix,1952-07-06,15:00:00
821,5,9,British Grand Prix,1952-07-19,14:00:00
822,6,20,German Grand Prix,1952-08-03,14:00:00
823,7,39,Dutch Grand Prix,1952-08-17,16:00:00
824,8,14,Italian Grand Prix,1952-09-07,16:00:00
825,1,66,Swiss Grand Prix,1951-05-27,12:00:00
826,2,19,Indianapolis 500,1951-05-30,14:00:00
827,3,13,Belgian Grand Prix,1951-06-17,14:00:00
828,4,55,French Grand Prix,1951-07-01,14:00:00
829,5,9,British Grand Prix,1951-07-14,14:00:00
830,6,20,German Grand Prix,1951-07-29,12:00:00
831,7,14,Italian Grand Prix,1951-09-16,13:00:00
832,8,67,Spanish Grand Prix,1951-10-28,14:00:00
833,1,9,British Grand Prix,1950-05-13,16:00:00
834,2,6,Monaco Grand Prix,1950-05-21,15:00:00
835,3,19,Indianapolis 500,1950-05-30,14:00:00
836,4,66,Swiss Grand Prix,1950-06-04,14:00:00
837,5,13,Belgian Grand Prix,1950-06-18,16:00:00
838,6,55,French Grand Prix,1950-07-02,16:00:00
839,7,14,Italian Grand Prix,1950-09-03,12:00:00
841,1,1,Australian Grand Prix,2011-03-27,06:00:00
842,2,2,Malaysian Grand Prix,2011-04-10,08:00:00
843,3,17,Chinese Grand Prix,2011-04-17,07:00:00
844,4,5,Turkish Grand Prix,2011-05-08,12:00:00
845,5,4,Spanish Grand Prix,2011-05-22,12:00:00
846,6,6,Monaco Grand Prix,2011-05-29,12:00:00
847,7,7,Canadian Grand Prix,2011-06-12,17:00:00
848,8,12,European Grand Prix,2011-06-26,12:00:00
849,9,9,British Grand Prix,2011-07-10,12:00:00
850,10,20,German Grand Prix,2011-07-24,12:00:00
851,11,11,Hungarian Grand Prix,2011-07-31,12:00:00
852,12,13,Belgian Grand Prix,2011-08-28,12:00:00
853,13,14,Italian Grand Prix,2011-09-11,12:00:00
854,14,15,Singapore Grand Prix,2011-09-25,12:00:00
855,15,22,Japanese Grand Prix,2011-10-09,06:00:00
856,16,35,Korean Grand Prix,2011-10-16,06:00:00
857,17,68,Indian Grand Prix,2011-10-30,09:30:00
858,18,24,Abu Dhabi Grand Prix,2011-11-13,13:00:00
859,19,18,Brazilian Grand Prix,2011-11-27,16:00:00
860,1,1,Australian Grand Prix,2012-03-18,06:00:00
861,2,2,Malaysian Grand Prix,2012-03-25,08:00:00
862,3,17,Chinese Grand Prix,2012-04-15,07:00:00
863,4,3,Bahrain Grand Prix,2012-04-22,12:00:00
864,5,4,Spanish Grand Prix,2012-05-13,12:00:00
865,6,6,Monaco Grand Prix,2012-05-27,12:00:00
866,7,7,Canadian Grand Prix,2012-06-10,18:00:00
867,8,12,European Grand Prix,2012-06-24,12:00:00
868,9,9,British Grand Prix,2012-07-08,12:00:00
869,10,10,German Grand Prix,2012-07-22,12:00:00
870,11,11,Hungarian Grand Prix,2012-07-29,12:00:00
871,12,13,Belgian Grand Prix,2012-09-02,12:00:00
872,13,14,Italian Grand Prix,2012-09-09,12:00:00
873,14,15,Singapore Grand Prix,2012-09-23,12:00:00
874,15,22,Japanese Grand Prix,2012-10-07,06:00:00
875,16,35,Korean Grand Prix,2012-10-14,06:00:00
876,17,68,Indian Grand Prix,2012-10-28,09:30:00
877,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00
878,19,69,United States Grand Prix,2012-11-18,19:00:00
879,20,18,Brazilian Grand Prix,2012-11-25,16:00:00
880,1,1,Australian Grand Prix,2013-03-17,06:00:00
881,2,2,Malaysian Grand Prix,2013-03-24,08:00:00
882,3,17,Chinese Grand Prix,2013-04-14,07:00:00
883,4,3,Bahrain Grand Prix,2013-04-21,12:00:00
884,5,4,Spanish Grand Prix,2013-05-12,12:00:00
885,6,6,Monaco Grand Prix,2013-05-26,12:00:00
886,7,7,Canadian Grand Prix,2013-06-09,18:00:00
887,8,9,British Grand Prix,2013-06-30,12:00:00
888,9,20,German Grand Prix,2013-07-07,12:00:00
890,10,11,Hungarian Grand Prix,2013-07-28,12:00:00
891,11,13,Belgian Grand Prix,2013-08-25,12:00:00
892,12,14,Italian Grand Prix,2013-09-08,12:00:00
893,13,15,Singapore Grand Prix,2013-09-22,12:00:00
894,14,35,Korean Grand Prix,2013-10-06,06:00:00
895,15,22,Japanese Grand Prix,2013-10-13,06:00:00
896,16,68,Indian Grand Prix,2013-10-27,09:30:00
897,17,24,Abu Dhabi Grand Prix,2013-11-03,13:00:00
898,18,69,United States Grand Prix,2013-11-17,19:00:00
899,19,18,Brazilian Grand Prix,2013-11-24,16:00:00
900,1,1,Australian Grand Prix,2014-03-16,06:00:00
901,2,2,Malaysian Grand Prix,2014-03-30,08:00:00
902,3,3,Bahrain Grand Prix,2014-04-06,15:00:00
903,4,17,Chinese Grand Prix,2014-04-20,07:00:00
904,5,4,Spanish Grand Prix,2014-05-11,12:00:00
905,6,6,Monaco Grand Prix,2014-05-25,12:00:00
906,7,7,Canadian Grand Prix,2014-06-08,18:00:00
907,8,70,Austrian Grand Prix,2014-06-22,12:00:00
908,9,9,British Grand Prix,2014-07-06,12:00:00
909,10,10,German Grand Prix,2014-07-20,12:00:00
910,11,11,Hungarian Grand Prix,2014-07-27,12:00:00
911,12,13,Belgian Grand Prix,2014-08-24,12:00:00
912,13,14,Italian Grand Prix,2014-09-07,12:00:00
913,14,15,Singapore Grand Prix,2014-09-21,12:00:00
914,15,22,Japanese Grand Prix,2014-10-05,06:00:00
915,16,71,Russian Grand Prix,2014-10-12,11:00:00
916,17,69,United States Grand Prix,2014-11-02,20:00:00
917,18,18,Brazilian Grand Prix,2014-11-09,16:00:00
918,19,24,Abu Dhabi Grand Prix,2014-11-23,13:00:00
931,6,6,Monaco Grand Prix,2015-05-24,12:00:00
932,7,7,Canadian Grand Prix,2015-06-07,18:00:00
929,4,3,Bahrain Grand Prix,2015-04-19,15:00:00
930,5,4,Spanish Grand Prix,2015-05-10,12:00:00
928,3,17,Chinese Grand Prix,2015-04-12,06:00:00
926,1,1,Australian Grand Prix,2015-03-15,05:00:00
927,2,2,Malaysian Grand Prix,2015-03-29,07:00:00
933,8,70,Austrian Grand Prix,2015-06-21,12:00:00
934,9,9,British Grand Prix,2015-07-05,12:00:00
936,10,11,Hungarian Grand Prix,2015-07-26,12:00:00
937,11,13,Belgian Grand Prix,2015-08-23,12:00:00
938,12,14,Italian Grand Prix,2015-09-06,12:00:00
939,13,15,Singapore Grand Prix,2015-09-20,12:00:00
940,14,22,Japanese Grand Prix,2015-09-27,05:00:00
941,15,71,Russian Grand Prix,2015-10-11,11:00:00
942,16,69,United States Grand Prix,2015-10-25,19:00:00
943,17,32,Mexican Grand Prix,2015-11-01,19:00:00
944,18,18,Brazilian Grand Prix,2015-11-15,16:00:00
945,19,24,Abu Dhabi Grand Prix,2015-11-29,13:00:00
948,1,1,Australian Grand Prix,2016-03-20,05:00:00
949,2,3,Bahrain Grand Prix,2016-04-03,15:00:00
950,3,17,Chinese Grand Prix,2016-04-17,06:00:00
951,4,71,Russian Grand Prix,2016-05-01,12:00:00
952,5,4,Spanish Grand Prix,2016-05-15,12:00:00
953,6,6,Monaco Grand Prix,2016-05-29,12:00:00
954,7,7,Canadian Grand Prix,2016-06-12,18:00:00
955,8,73,European Grand Prix,2016-06-19,13:00:00
956,9,70,Austrian Grand Prix,2016-07-03,12:00:00
957,10,9,British Grand Prix,2016-07-10,12:00:00
958,11,11,Hungarian Grand Prix,2016-07-24,12:00:00
959,12,10,German Grand Prix,2016-07-31,12:00:00
960,13,13,Belgian Grand Prix,2016-08-28,12:00:00
961,14,14,Italian Grand Prix,2016-09-04,12:00:00
962,15,15,Singapore Grand Prix,2016-09-18,12:00:00
963,16,2,Malaysian Grand Prix,2016-10-02,07:00:00
964,17,22,Japanese Grand Prix,2016-10-09,05:00:00
965,18,69,United States Grand Prix,2016-10-23,19:00:00
966,19,32,Mexican Grand Prix,2016-10-30,19:00:00
967,20,18,Brazilian Grand Prix,2016-11-13,16:00:00
